X,Y,OBJECTID,Store_Name,Address,City,Zip,Notes,Phone,Local_Fare,Express_Fare,Reduced_Fare,POINT_X,POINT_Y
-111.838057809098,33.5881060881743,143,Safeway 1126,11275 E. Via Linda,Scottsdale,85259,,(480) 451-3444,"1-Day, 7-Day, 31-Day",,1-Day,-111.838057809098,33.5881060881743
-111.972932987054,33.6260949774123,144,Safeway 2088,"4857 E. Greenway Rd.	
",Scottsdale,85254,,(602) 996-5635,"1-Day, 7-Day, 31-Day",,1-Day,-111.972932987054,33.6260949774123
-112.16684248838,33.377524037304,145,Safeway 2709,"5035 W. Baseline Rd.		
",Laveen,85339,,(602) 567-7561,"1-Day, 7-Day, 31-Day",,1-Day,-112.16684248838,33.377524037304
-111.909549597656,33.5094318620395,146,Safeway 1491,7920 E. Chaparral,Scottsdale,85250,,(480) 994-5653,"1-Day, 7-Day, 31-Day",,1-Day,-111.909549597656,33.5094318620395
-111.979732793554,33.494679796086,147,Safeway 2716,"4750 E. Indian School Rd.			
",Phoenix,85018,,(602) 281-1882,"1-Day, 7-Day, 31-Day",,1-Day,-111.979732793554,33.494679796086
-112.047381386627,33.3915433161765,148,Safeway 1591,6202 S. 16th St.,Phoenix,85040,,(602) 268-0022,"1-Day, 7-Day, 31-Day",,1-Day,-112.047381386627,33.3915433161765
-111.871149065008,33.6169207629831,149,Safeway 1549,14696 N. Frank Lloyd Wright Blvd. ,Scottsdale,85260,,(480) 391-3703,"1-Day, 7-Day, 31-Day",,1-Day,-111.871149065008,33.6169207629831
-111.925810424305,33.7807213247751,150,Safeway 1849,32551 N. Scottsdale Rd.,Scottsdale,85266,,(480) 595-9844,"1-Day, 7-Day, 31-Day",,1-Day,-111.925810424305,33.7807213247751
-111.925970740194,33.58465707812,151,Safeway 2032,10773 N. Scottsdale Rd. ,Scottsdale,85254,,(480) 948-6446,"1-Day, 7-Day, 31-Day",,1-Day,-111.925970740194,33.58465707812
-112.017136314854,33.4480668120236,152,Shell 3001,3001 E. Washington St.,Phoenix,85034,,(602) 267-1540,"1-Day, 7-Day",,"1-Day, 7-Day",-112.017136314854,33.4480668120236
-111.925756639908,33.407535964217,153,Safeway 1487,926 E. Broadway Rd.,Tempe,85282,,(480) 829-6824,"1-Day, 7-Day, 31-Day",,1-Day,-111.925756639908,33.407535964217
-112.069299486426,33.4802029639788,154,Shell 305,305 E. Thomas Rd.,Phoenix,85012,,(602) 266-1107,"1-Day, 7-Day",,"1-Day, 7-Day",-112.069299486426,33.4802029639788
-111.914732294787,33.3490998874628,155,Safeway 1535,"1515 E. Elliot Rd.	",Tempe,85284,,(480) 755-1844,"1-Day, 7-Day, 31-Day",,1-Day,-111.914732294787,33.3490998874628
-112.06522502929,33.6087828244619,156,Safeway 1979,"13440 N. 7th St.			
",Phoenix,85022,,(602) 547-1288,"1-Day, 7-Day, 31-Day",,1-Day,-112.06522502929,33.6087828244619
-112.0645924136,33.3994984365169,157,Speedway,5201 S. 7th St.,Phoenix,85040,,(602) 268-4109,"1-Day, 7-Day",,"1-Day, 7-Day",-112.0645924136,33.3994984365169
-111.895064118932,33.3784224547763,158,Shell 2165,2165 E. Baseline Rd.,Tempe,85283,,(480) 345-8545,"1-Day, 7-Day",,"1-Day, 7-Day",-111.895064118932,33.3784224547763
-111.839716136859,33.4507843636685,159,Shell 1957,1957 N. Country Club Dr.,Mesa,85201,,(480) 733-4095,"1-Day, 7-Day",,"1-Day, 7-Day",-111.839716136859,33.4507843636685
-112.065167182465,33.4600488330328,160,Sinclair 1101,1101 N. 7th St.,Phoenix,85006,,(602) 258-3393,"1-Day, 7-Day",,"1-Day, 7-Day",-112.065167182465,33.4600488330328
-112.201193966571,33.5672354213245,161,Olive Liquor,6604 W. Olive Ave.,Glendale,85302,,(602) 931-3007,"1-Day, 7-Day, 15-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-112.201193966571,33.5672354213245
-111.781302742539,33.3789998478007,162,Shell 2371,2371 E. Baseline Rd.,Gilbert,85234,,(480) 539-2948,"1-Day, 7-Day",,"1-Day, 7-Day",-111.781302742539,33.3789998478007
-111.805251661001,33.4229836671463,163,Asse Gas Valero,415 N. Stapley Dr.,Mesa,85203,,(480) 733-2233,"1-Day, 7-Day, 15-Day, 31-Day",,"1-Day, 7-Day, 15-Day, 31-Day",-111.805251661001,33.4229836671463
-111.813960141169,33.4224040927045,164,University Farmer's Market,812 E. University Drive,Mesa,85203,,(480) 834-3499,"1-Day, 7-Day, 15-Day, 31-Day",,"1-Day, 7-Day, 15-Day, 31-Day",-111.813960141169,33.4224040927045
-111.892101099789,33.4075242125675,165,Shell 2180,2180 E. Broadway Rd.,Tempe,85282,,(480) 829-3845,"1-Day, 7-Day",,"1-Day, 7-Day",-111.892101099789,33.4075242125675
-111.874728108851,33.4221058875468,166,Shell 2015,2015 W. University Dr.,Mesa,85202,,(480) 844-2282,"1-Day, 7-Day",,"1-Day, 7-Day",-111.874728108851,33.4221058875468
-112.101513983363,33.4367701866562,167,Amigo Check Cashing,1928 W. Buckeye Rd.,Phoenix,85009,,(602) 507-6442,"1-Day, 7-Day, 15-Day, 31-Day",,,-112.101513983363,33.4367701866562
-112.099980356045,33.4864818802848,168,Eddie's Tobacco & More,3338 N. 19th Ave.,Phoenix,85015,,(602) 266-2666,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 15-Day",-112.099980356045,33.4864818802848
-111.687638098664,33.364939086727,169,Power & Guadalupe LLC,2737 N. Power Rd.,Mesa,85212,,(480) 924-6434,1-Day,,1-Day,-111.687638098664,33.364939086727
-112.202383177796,33.4658279855192,170,Amigo Check Cashing,6639 W. McDowell Rd.,Phoenix,85035,,(623) 848-1192,"1-Day, 7-Day, 15-Day, 31-Day",,,-112.202383177796,33.4658279855192
-112.099680058927,33.6023955502432,171,N Food Mart,12850 N. 19th Ave.,Phoenix,85029,,(602) 678-4590,1-Day,,1-Day,-112.099680058927,33.6023955502432
-112.169030024414,33.290589431394,172,Komatke Market,17197 S. 51st Avenue,Laveen,85339,,(520) 550-2097,"1-Day, 31-Day",,"1-Day, 31-Day",-112.169030024414,33.290589431394
-112.099886499432,33.5118843595904,173,Liquor Basket,5130 N. 19th Ave.,Phoenix,85015,,(602) 246-7088,"1-Day, 7-Day",,"1-Day, 7-Day",-112.099886499432,33.5118843595904
-112.350106764383,33.4498121719714,174,Circle K - OPEN 24 HOURS,51 East Van Buren,Avondale,85323,,(623) 932-4908,1-Day,,1-Day,-112.350106764383,33.4498121719714
-112.204040035415,33.5817099782581,175,K Smoke Shop,"6750 W. Peoria Ave.
Suite #105",Peoria,85345,,(623) 776-9100,"1-Day, 7-Day, 15-Day, 31-Day",,"1-Day, 7-Day, 15-Day, 31-Day",-112.204040035415,33.5817099782581
-111.806977788348,33.3807597974134,176,Circle K - OPEN 24 HOURS,1850 S. Stapley Dr.,Mesa,85204,,(480) 558-7116,1-Day,,1-Day,-111.806977788348,33.3807597974134
-112.186551965698,33.6387179599884,177,Circle K - OPEN 24 HOURS,5902 W. Bell Rd,Glendale,85308,,(623) 439-1353,1-Day,,1-Day,-112.186551965698,33.6387179599884
-112.159961633374,33.5239690419062,178,Circle K - OPEN 24 HOURS,4648 W. Bethany Home Rd.,Glendale,85301,,(602) 939-0682,1-Day,,1-Day,-112.159961633374,33.5239690419062
-112.168610426626,33.5455940095096,179,Circle K - OPEN 24 HOURS,7428 N. 51st Avenue,Glendale,85301,,(623) 931-2596,1-Day,,1-Day,-112.168610426626,33.5455940095096
-111.904570444849,33.4658435704317,180,Circle K - OPEN 24 HOURS,8202 E. McDowell Road,Tempe,85281,,(480) 705-0665,1-Day,,1-Day,-111.904570444849,33.4658435704317
-111.789720770499,33.3597302081024,181,Circle K - OPEN 24 HOURS,503 N Gilbert Road,Gilbert,85234,,(480) 926-3145,1-Day,,1-Day,-111.789720770499,33.3597302081024
-112.23850749611,33.5402751088084,182,Circle K - OPEN 24 HOURS,6972 N. 83rd Avenue,Glendale,85305,,(623) 877-2051,1-Day,,1-Day,-112.23850749611,33.5402751088084
-112.307091359643,33.4308456631152,183,Circle K - OPEN 24 HOURS,1595 N. 115th Ave,Avondale,85323,,(623) 478-9144,1-Day,,1-Day,-112.307091359643,33.4308456631152
-112.160329976592,33.5676023033629,184,Circle K - OPEN 24 HOURS,9002 N 47th Avenue,Glendale,85302,,(623) 931-3085,1-Day,,1-Day,-112.160329976592,33.5676023033629
-112.187994580487,33.5401921418611,185,Circle K - OPEN 24 HOURS,6002 NW. Grand Avenue,Glendale,85301,,(623) 937-0401,1-Day,,1-Day,-112.187994580487,33.5401921418611
-111.773027997095,33.3356205355662,186,Circle K - OPEN 24 HOURS,750 E Warner Road,Gilbert,85296,,(480) 892-8543,1-Day,,1-Day,-111.773027997095,33.3356205355662
-111.96254511652,33.3198296233788,187,Circle K - OPEN 24 HOURS,6969 W Ray Road,Chandler,85226,,(480) 785-7838,1-Day,,1-Day,-111.96254511652,33.3198296233788
-112.186447038656,33.509590209513,188,Circle K - OPEN 24 HOURS,5880 W. Camelback Rd.,Glendale,85301,,(602) 561-7070,1-Day,,1-Day,-112.186447038656,33.509590209513
-111.73579515275,33.4154687717086,189,Circle K - OPEN 24 HOURS,4425 E. Main St.,Mesa,85205,,(480) 325-6612,1-Day,,1-Day,-111.73579515275,33.4154687717086
-111.928707177504,33.3781556606906,190,Circle K - OPEN 24 HOURS,5240 S. Rural Rd.,Tempe,85283,,(480) 897-9297,1-Day,,1-Day,-111.928707177504,33.3781556606906
-111.962992407045,33.3508070422459,191,Circle K - OPEN 24 HOURS,7530 S. Priest Drive,Tempe,85283,,(480) 413-9390,1-Day,,1-Day,-111.962992407045,33.3508070422459
-111.952242098089,33.4218161403707,192,Circle K - OPEN 24 HOURS,802 S. Hardy Drive,Tempe,85281,,(480) 967-0600,1-Day,,1-Day,-111.952242098089,33.4218161403707
-111.928373845641,33.3353238928473,193,Circle K - OPEN 24 HOURS,8749 S. Rural Rd.,Tempe,85284,,(480) 838-5107,1-Day,,1-Day,-111.928373845641,33.3353238928473
-111.946746352972,33.4073428974668,194,Circle K - OPEN 24 HOURS,507 W. Broadway Rd.,Tempe,85282,,(480) 829-5729,1-Day,,1-Day,-111.946746352972,33.4073428974668
-111.72133771561,33.3359484814775,195,Circle K - OPEN 24 HOURS,888 S. Higley Rd.,Gilbert,85296,,(480) 892-2630,1-Day,,1-Day,-111.72133771561,33.3359484814775
-111.668716575885,33.3793175838144,196,Circle K - OPEN 24 HOURS,7546 E. Baseline Rd.,Mesa,85209,,(480) 832-6300,1-Day,,1-Day,-111.668716575885,33.3793175838144
-112.099588413006,33.5668372213616,197,Circle K - OPEN 24 HOURS,8955 N. 19th Avenue,Phoenix,85021,,(602) 944-7686,1-Day,,1-Day,-112.099588413006,33.5668372213616
-112.06519971101,33.57469925823,198,Circle K - OPEN 24 HOURS,9714 N. 7th Street,Phoenix,85020,,(602) 943-2159,1-Day,,1-Day,-112.06519971101,33.57469925823
-111.954325774378,33.3491268462969,199,Circle K - OPEN 24 HOURS,995 W. Elliot Rd.,Tempe,85284,,(480) 705-0665,1-Day,,1-Day,-111.954325774378,33.3491268462969
-112.081972752956,33.6401897799137,200,Circle K - OPEN 24 HOURS,625 W. Bell Rd.,Phoenix,85023,,(602) 862-9503,1-Day,,1-Day,-112.081972752956,33.6401897799137
-112.064886224666,33.5237130777358,201,Circle K - OPEN 24 HOURS,701 E. Bethany Home Rd,Phoenix,85014,,(602) 274-7930,1-Day,,1-Day,-112.064886224666,33.5237130777358
-111.960138828395,33.6404329110588,202,Circle K - OPEN 24 HOURS,5555 E. Bell Rd.,Scottsdale,85254,,(602) 493-5367,1-Day,,1-Day,-111.960138828395,33.6404329110588
-112.236519275491,33.4942813274932,203,Circle K - OPEN 24 HOURS,8249 West Indian School Road,Phoenix,85033,,(623) 849-5306,1-Day,,1-Day,-112.236519275491,33.4942813274932
-112.204041753086,33.4372305855438,204,Circle K - OPEN 24 HOURS,6710 W. Buckeye Rd,Phoenix,85043,,(623) 936-6887,1-Day,,1-Day,-112.204041753086,33.4372305855438
-112.116990502157,33.5154492626434,205,Circle K - OPEN 24 HOURS,5350 N. 27th Avenue,Phoenix,85017,,(602) 249-0861,1-Day,,1-Day,-112.116990502157,33.5154492626434
-112.066079409875,33.5165195222404,206,Circle K - OPEN 24 HOURS,630 E. Missouri,Phoenix,85012,,(602) 264-7980,1-Day,,1-Day,-112.066079409875,33.5165195222404
-112.237718953523,33.47984564623,207,Circle K - OPEN 24 HOURS,8248 W. Thomas Rd,Phoenix,85033,,(623) 848-0436,1-Day,,1-Day,-112.237718953523,33.47984564623
-112.075154201499,33.4548205810016,208,Circle K - OPEN 24 HOURS,602 N. 1st Avenue,Phoenix,85003,,(602) 252-3142,1-Day,,1-Day,-112.075154201499,33.4548205810016
-111.976728876907,33.3341382272528,209,Circle K - OPEN 24 HOURS,5060 E. Warner Road,Phoenix,85044,,(480) 893-9204,1-Day,,1-Day,-111.976728876907,33.3341382272528
-111.971012116113,33.4655902135897,210,Circle K - OPEN 24 HOURS,5146 E. McDowell,Phoenix,85008,,(602) 269-0958,1-Day,,1-Day,-111.971012116113,33.4655902135897
-112.169309004055,33.4659427968364,211,Circle K - OPEN 24 HOURS,5105 W. McDowell,Phoenix,85035,,(602) 269-0958,1-Day,,1-Day,-112.169309004055,33.4659427968364
-111.976252860983,33.3198345699567,212,Circle K - OPEN 24 HOURS,4939 E. Ray Road,Phoenix,85044,,(480) 785-1763,1-Day,,1-Day,-111.976252860983,33.3198345699567
-112.255047913276,33.5087042978555,213,Circle K - OPEN 24 HOURS,4930 N. 91st Ave.,Phoenix,85037,,Telephone is currently not in service.,1-Day,,1-Day,-112.255047913276,33.5087042978555
-111.986961657173,33.4511468850736,214,Circle K - OPEN 24 HOURS,4403 E. Van Buren,Phoenix,85008,,(602) 220-0661,1-Day,,1-Day,-111.986961657173,33.4511468850736
-112.116986047661,33.501137588265,215,Circle K - OPEN 24 HOURS,4435 N. 27th Avenue,Phoenix,85017,,(602) 246-4720,1-Day,,1-Day,-112.116986047661,33.501137588265
-111.980310890858,33.3489263191088,216,Circle K - OPEN 24 HOURS,4801 E. Elliott,Phoenix,85044,,(480) 496-5760,1-Day,,1-Day,-111.980310890858,33.3489263191088
-111.831481684534,33.4225610174682,217,Circle K - OPEN 24 HOURS,410 N Center St.,Mesa,85201,,(480) 898-0513,1-Day,,1-Day,-111.831481684534,33.4225610174682
-111.874505890771,33.4071520894547,218,Circle K - OPEN 24 HOURS,417 S. Dobson Rd,Mesa,85202,,(480) 464-5725,1-Day,,1-Day,-111.874505890771,33.4071520894547
-112.150804286396,33.4659387955679,219,Circle K - OPEN 24 HOURS,4259 W. McDowell,Phoenix,85009,,(602) 272-7248,1-Day,,1-Day,-112.150804286396,33.4659387955679
-112.147193213566,33.4804428781761,220,Circle K - OPEN 24 HOURS,4301 West Thomas Road,Phoenix,85009,,(602) 269-7489,1-Day,,1-Day,-112.147193213566,33.4804428781761
-111.754279575875,33.3791299922243,221,Circle K - OPEN 24 HOURS,3589 E Baseline Rd.,Gilbert,85234,,(480) 507-2486,1-Day,,1-Day,-111.754279575875,33.3791299922243
-111.755646729683,33.3495165857899,222,Circle K - OPEN 24 HOURS,33 S. Val Vista Dr.,Gilbert,85296,,(480) 632-1625,1-Day,,1-Day,-111.755646729683,33.3495165857899
-112.0177830006,33.4357783284776,223,Circle K - OPEN 24 HOURS,3618 W. Buckeye,Phoenix,85034,,(602) 269-8482,1-Day,,1-Day,-112.0177830006,33.4357783284776
-111.720218391873,33.3069852669644,224,Circle K - OPEN 24 HOURS,3230 E Williams Field Rd.,Gilbert,85295,,(480) 988-9322,1-Day,,1-Day,-111.720218391873,33.3069852669644
-112.117313639957,33.5675525012357,225,Circle K - OPEN 24 HOURS,3443 W. Dunlap,Phoenix,85021,,(602) 973-4847,1-Day,,1-Day,-112.117313639957,33.5675525012357
-111.997071653407,33.3926534672862,226,Circle K - OPEN 24 HOURS,3930 E. Southern,Phoenix,85040,,(602) 437-3093,1-Day,,1-Day,-111.997071653407,33.3926534672862
-112.115627589992,33.6398652191795,227,Circle K - OPEN 24 HOURS,4251 W. Bell Rd,Phoenix,85023,,(602) 978-6195,1-Day,,1-Day,-112.115627589992,33.6398652191795
-112.132535457739,33.6252374652703,228,Circle K - OPEN 24 HOURS,3449 W. Greenway,Phoenix,85053,,(602) 993-1452,1-Day,,1-Day,-112.132535457739,33.6252374652703
-112.134367966096,33.6546639568227,229,Circle K - OPEN 24 HOURS,3441 W Union Hills Dr.,Phoenix,85027,,(602) 439-7389,1-Day,,1-Day,-112.134367966096,33.6546639568227
-112.134287511187,33.6837958933395,230,Circle K - OPEN 24 HOURS,3435 W. Deer Valley Rd.,Phoenix,85027,,(623) 587-9718,1-Day,,1-Day,-112.134287511187,33.6837958933395
-112.134367966096,33.6546639568227,231,Circle K - OPEN 24 HOURS,3502 W. Union Hills,Phoenix,85027,,(623) 582-5128,1-Day,,1-Day,-112.134367966096,33.6546639568227
-112.014382879846,33.3051763691769,232,Circle K - OPEN 24 HOURS,3201 E Chandler Blvd,Phoenix,85048,,(480) 759-9639,1-Day,,1-Day,-112.014382879846,33.3051763691769
-111.969792375973,33.4510653841447,233,Circle K - OPEN 24 HOURS,302 N. 52nd Street,Phoenix,85008,,(602) 225-0824,1-Day,,1-Day,-111.969792375973,33.4510653841447
-112.014491786322,33.4512831123557,234,Circle K - OPEN 24 HOURS,3149 E. Van Buren,Phoenix,85008,,(602) 220-9808,1-Day,,1-Day,-112.014491786322,33.4512831123557
-112.017513691988,33.6405542058735,235,Circle K - OPEN 24 HOURS,3011 E. Bell Road,Phoenix,85032,,(602) 923-0366,1-Day,,1-Day,-112.017513691988,33.6405542058735
-112.047689026264,33.48757458285,236,Circle K - OPEN 24 HOURS,3402 N. 16th Street,Phoenix,85016,,(602) 279-3604,1-Day,,1-Day,-112.047689026264,33.48757458285
-112.151733992149,33.4514647950571,237,Circle K - OPEN 24 HOURS,301 N. 43rd Avenue,Phoenix,85009,,(602) 278-2508,1-Day,,1-Day,-112.151733992149,33.4514647950571
-112.069231144833,33.4874648209092,238,Circle K - OPEN 24 HOURS,309 E. Osborn,Phoenix,85012,,(602) 532-0076,1-Day,,1-Day,-112.069231144833,33.4874648209092
-112.012891884103,33.4811187891276,239,Circle K - OPEN 24 HOURS,2949 N. 32nd Street,Phoenix,85018,,(602) 955-4127,1-Day,,1-Day,-112.012891884103,33.4811187891276
-112.238367809895,33.449713340538,240,Circle K - OPEN 24 HOURS,298 North 83rd Ave,Tolleson,85353,,(623) 907-5448,1-Day,,1-Day,-112.238367809895,33.449713340538
-112.108971248259,33.6837574419489,241,Circle K - OPEN 24 HOURS,2311 W. Deer Valley Rd.,Phoenix,85027,,(623) 582-8827,1-Day,,1-Day,-112.108971248259,33.6837574419489
-111.893913340753,33.3638331398728,242,Circle K - OPEN 24 HOURS,2709 W. Guadalupe,Mesa,85202,,(480) 838-7988,1-Day,,1-Day,-111.893913340753,33.3638331398728
-112.104575627877,33.5531324273406,243,Circle K - OPEN 24 HOURS,2120 W. Northern,Phoenix,85021,,(602) 973-7086,1-Day,,1-Day,-112.104575627877,33.5531324273406
-112.100167996086,33.6837819570535,244,Circle K - OPEN 24 HOURS,1910 W. Deer Valley Rd.,Phoenix,85027,,(623) 581-2238,1-Day,,1-Day,-112.100167996086,33.6837819570535
-112.117541233277,33.6838264334104,245,Circle K - OPEN 24 HOURS,2702 W. Deer Valley Rd.,Phoenix,85027,,(623) 582-6701,1-Day,,1-Day,-112.117541233277,33.6838264334104
-111.739647730891,33.3797864198139,246,Circle K - OPEN 24 HOURS,1959 S. Greenfield Rd.,Mesa,85206,,(480) 633-5515,1-Day,,1-Day,-111.739647730891,33.3797864198139
-112.099571833409,33.5530719389418,247,Circle K - OPEN 24 HOURS,1851 W. Northern,Phoenix,85021,,(602) 944-7863,1-Day,,1-Day,-112.099571833409,33.5530719389418
-112.048648660955,33.4657194687748,248,Circle K - OPEN 24 HOURS,1523 E. McDowell Rd.,Phoenix,85006,,(602) 716-0491,1-Day,,1-Day,-112.048648660955,33.4657194687748
-111.756416630828,33.3212609576686,249,Circle K - OPEN 24 HOURS,1564 E. Ray Rd.,Gilbert,85296,,(480) 963-4994,1-Day,,1-Day,-111.756416630828,33.3212609576686
-112.089759749512,33.4804741524467,250,Circle K - OPEN 24 HOURS,1342 W. Thomas Rd.,Phoenix,85013,,(602) 279-6675,1-Day,,1-Day,-112.089759749512,33.4804741524467
-111.840151037023,33.3820552658754,251,Circle K - OPEN 24 HOURS,1810 S. Country Club Dr.,Mesa,85210,,(480) 733-6552,1-Day,,1-Day,-111.840151037023,33.3820552658754
-112.090835427461,33.6401987945024,252,Circle K - OPEN 24 HOURS,1440 W. Bell Rd.,Phoenix,85023,,(602) 548-1659,1-Day,,1-Day,-112.090835427461,33.6401987945024
-112.399775968396,33.6387232377448,253,Circle K - OPEN 24 HOURS,16247 W. Bell Rd.,Surprise,85374,,(623) 584-0063,1-Day,,1-Day,-112.399775968396,33.6387232377448
-112.013229649049,33.6105392469335,254,Circle K - OPEN 24 HOURS,13641 N. 32nd Street,Phoenix,85032,,(602) 867-9481,1-Day,,1-Day,-112.013229649049,33.6105392469335
-112.036796322409,33.6032421507216,255,Circle K - OPEN 24 HOURS,12839 N. Cave Creek Rd.,Phoenix,85022,,(602) 992-3433,1-Day,,1-Day,-112.036796322409,33.6032421507216
-111.936232403257,33.3782460046283,256,Circle K - OPEN 24 HOURS,222 E. Baseline Rd.,Tempe,85283,,(480) 820-6205,1-Day,,1-Day,-111.936232403257,33.3782460046283
-112.013189536706,33.5961668593003,257,Circle K - OPEN 24 HOURS,12042 N. 32nd Street,Phoenix,85028,,(602) 569-2835,1-Day,,1-Day,-112.013189536706,33.5961668593003
-112.298760968622,33.5965492167194,258,Circle K - OPEN 24 HOURS,13216 N. 111th Ave.,Youngtown,85363,,(623) 933-1275,1-Day,,1-Day,-112.298760968622,33.5965492167194
-112.056475989825,33.306473116728,259,Circle K - OPEN 24 HOURS,1250 E Chandler Blvd,Phoenix,85048,,(480) 460-3051,1-Day,,1-Day,-112.056475989825,33.306473116728
-111.805302536382,33.3933388053956,260,Circle K - OPEN 24 HOURS,1203 E. Southern Ave.,Mesa,85204,,(480) 926-5270,1-Day,,1-Day,-111.805302536382,33.3933388053956
-111.830743284771,33.4514385105511,261,Circle K - OPEN 24 HOURS,11 E. McKellips Road,Mesa,85201,,(480) 655-0135,1-Day,,1-Day,-111.830743284771,33.4514385105511
-111.684323656513,33.4382306646888,262,Circle K - OPEN 24 HOURS,1202 N. Power Rd.,Mesa,85205,,(480) 985-2596,1-Day,,1-Day,-111.684323656513,33.4382306646888
-111.977446860061,33.6536919114764,263,Circle K - OPEN 24 HOURS,18442 N. Tatum Rd.,Scottsdale,85072,,(602) 494-2810,1-Day,,1-Day,-111.977446860061,33.6536919114764
-111.80753354701,33.3788946373137,264,Circle K - OPEN 24 HOURS,1189 E Baseline Rd.,Gilbert,85233,,(480) 507-5547,1-Day,,1-Day,-111.80753354701,33.3788946373137
-111.941487433172,33.4219026973318,265,Circle K - OPEN 24 HOURS,119 W. University,Tempe,85281,,(480) 966-7592,1-Day,,1-Day,-111.941487433172,33.4219026973318
-112.057636449374,33.4947452755065,266,Circle K - OPEN 24 HOURS,1122 E. Indian School Rd,Phoenix,85014,,(602) 265-1016,1-Day,,1-Day,-112.057636449374,33.4947452755065
-112.086790689047,33.5712130869742,267,Circle K - OPEN 24 HOURS,1049 W. Hatcher Rd.,Phoenix,85021,,(602) 943-2089,1-Day,,1-Day,-112.086790689047,33.5712130869742
-111.908946454676,33.4585112851133,268,Rocky’s Kwik Mart,8001 E. Roosevelt St.,Scottsdale,85257,,(480) 994-5566,"1-Day, 7-Day, 15-Day, 31-Day",,"1-Day, 7-Day, 15-Day, 31-Day",-111.908946454676,33.4585112851133
-112.167781931683,33.465935567003,269,24 Hour Food Mart,5035 W. McDowell Rd.,Phoenix,85035,,(602) 353-0313,"1-Day, 7-Day",,"1-Day, 7-Day",-112.167781931683,33.465935567003
-112.305296259448,33.4430472353484,270,Avondale Civic Center Library,11350 W. Civic Center Drive,Avondale,85323,,(623) 333-2602,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-112.305296259448,33.4430472353484
-112.344767112362,33.4353556292171,271,Sam Garcia Western Avenue Library,495 E. Western Avenue,Avondale,85323,,(623) 333-2601,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-112.344767112362,33.4353556292171
-111.800424275159,33.407998728651,272,Kevin's Market,1416 E. Broadway Rd.,Mesa,85204,,(480) 615-6016,1-Day,,1-Day,-111.800424275159,33.407998728651
-112.13418184256,33.4958228363346,273,Los Amigos Market,4141 N. 35th Ave.,Phoenix,85017,,(602) 249-4833,1-Day,,1-Day,-112.13418184256,33.4958228363346
-112.099811967857,33.640100179634,274,Chevron Food Mart - OPEN 24 HOURS,1901 W. Bell Rd,Phoenix,85023,,(602) 942-4330,"1-Day, 7-Day, 15-Day",,"1-Day, 7-Day, 15-Day",-112.099811967857,33.640100179634
-112.160814064549,33.4804944837381,275,"47th Ave. Food Store, Inc",4723 W. Thomas Rd.,Phoenix,85031,,(602) 415-9155,1-Day,,1-Day,-112.160814064549,33.4804944837381
-111.824332905187,33.3489560278754,276,Desert Rose Express Chevron,37 S. McQueen Rd,Gilbert,85233,,(480) 892-1725,"1-Day, 15-Day",,"1-Day, 15-Day, 31-Day",-111.824332905187,33.3489560278754
-111.952079092616,33.3928815554546,277,Circle K - OPEN 24 HOURS,1010 W. Southern Ave.,Tempe,85282,,(480) 804-0652,1-Day,,1-Day,-111.952079092616,33.3928815554546
-112.160241374032,33.4937851460862,278,Circle K - OPEN 24 HOURS ,4023 N. 47th Avenue,Phoenix,85031,,(602) 278-5280,1-Day,,1-Day,-112.160241374032,33.4937851460862
-112.037855122344,33.5969283917314,279,Circle K - OPEN 24 HOURS,12201 N. Cave Creek Rd.,Phoenix,85022,,(602) 992-3207,1-Day,,1-Day,-112.037855122344,33.5969283917314
-111.841260994775,33.2565917982717,280,Circle K - OPEN 24 HOURS,1995 S. Arizona Ave,Chandler,85248,,(480) 963-3733,1-Day,,1-Day,-111.841260994775,33.2565917982717
-111.917599709292,33.4794527830384,281,Circle K - OPEN 24 HOURS,4440 N. Miller,Scottsdale,85257,,(480) 945-9174,1-Day,,1-Day,-111.917599709292,33.4794527830384
-111.932371124874,33.4948130715452,282,Circle K - OPEN 24 HOURS,6901 E. Indian School,Scottsdale,85251,,(480) 947-9827,1-Day,,1-Day,-111.932371124874,33.4948130715452
-112.125717843314,33.5530593605366,283,Circle K - OPEN 24 HOURS,3101 W. Northern,Phoenix,85051,,(602) 973-7030,1-Day,,1-Day,-112.125717843314,33.5530593605366
-112.349767463261,33.4498688539827,284,Goodyear Food Store,13310 W. Van Buren St.,Goodyear,85338,,(602) 882-8894,"1-Day, 7-Day",,,-112.349767463261,33.4498688539827
-111.908946453763,33.4878473340251,285,Circle K - OPEN 24 HOURS,3410 N. Hayden,Scottsdale,85251,,(480) 990-7435,1-Day,,1-Day,-111.908946453763,33.4878473340251
-112.099717458686,33.6257200291747,286,Circle K - OPEN 24 HOURS,15402 N. 19th Ave,Phoenix,85023,,(602) 548-1872,1-Day,,1-Day,-112.099717458686,33.6257200291747
-112.119744310052,33.6033230663909,287,Circle K - OPEN 24 HOURS,12806 N. 28th Drive,Phoenix,85029,,(602) 548-9315,1-Day,,1-Day,-112.119744310052,33.6033230663909
